feedback_id,feedback,sentiment,category,location,date
CP0983,The library closing time is too early for students.,negative,Library,Reference Section,2026-04-22
CP0562,"Today, there is a recurring maintenance issue in the block.",negative,Infrastructure,Seminar Hall,2026-01-18
CP0081,"For our block, the transport service was comfortable and punctual.",positive,Transport,Hostel Route,2026-02-14
CP0206,"For our block, there is a recurring maintenance issue in the block.",negative,Infrastructure,Seminar Hall,2026-05-22
CP0035,"For our block, the room fan is not working properly.",negative,Hostel,Hostel B,2026-03-09
CP0776,"Overall, hostel maintenance complaints take too long to get resolved.",negative,Hostel,Hostel A,2026-04-07
CP0509,"Today, cleanliness is generally okay but varies by location.",neutral,Cleanliness,C Block,2026-03-21
CP0428,The event started late and communication was unclear.,negative,Events,Auditorium,2026-03-19
CP0455,"Today, the infrastructure is usable but some rooms need minor repairs. Hope this can be improved.",neutral,Infrastructure,C Block,2026-04-03
CP0367,The lab equipment was working properly today.,positive,Laboratory,Electronics Lab,2026-04-28
CP0092,The common areas are being maintained well.,positive,Hostel,Hostel A,2026-05-03
CP0340,"As a student, more practical examples are needed in this subject.",negative,Academics,Mechanical Block,2026-06-23
CP0898,the event was okay but the schedule could be improved. Hope this can be improved.,neutral,Events,Seminar Hall,2026-01-30
CP0565,There is a safety concern near Hostel Road that needs attention.,negative,Safety,Hostel Road,2026-03-14
CP0346,"As a student, the mess food was disappointing today.",negative,Food,Main Mess,2026-05-30
CP0777,"Honestly, the internet keeps disconnecting in ECE Block.",negative,Wi-Fi,ECE Block,2026-02-19
CP0242,The campus area was clean today.,positive,Cleanliness,Main Gate,2026-07-01
CP0014,Dustbins are overflowing near Main Gate. Hope this can be improved.,negative,Cleanliness,Main Gate,2026-01-19
CP0316,The lab equipment was working properly today.,positive,Laboratory,Computer Lab,2026-06-11
CP0601,The program was average and could use better coordination.,neutral,Events,Seminar Hall,2026-03-31
CP0388,The lab sessions are useful and the instruments are accessible.,positive,Laboratory,Communication Lab,2026-04-03
CP0274,The hostel food quality has gone down recently.,negative,Food,Hostel B,2026-03-16
CP0167,The laboratory equipment needs regular maintenance.,negative,Laboratory,Embedded Lab,2026-05-26
CP0841,The event schedule was poorly coordinated.,negative,Events,Open Air Theatre,2026-04-09
CP0993,"For our block, the food at the mess was tasty today. It happens quite often.",positive,Food,Main Mess,2026-06-05
CP0647,The transport service was comfortable & punctual.,positive,Transport,Avinashi Route,2026-01-13
CP0819,"As a student, there was not enough information about the event timings.",negative,Events,Open Air Theatre,2026-03-19
CP0485,Some required books are unavailable in the library.,negative,Library,Central Library,2026-01-18
CP0981,The event was well organized and informative.,positive,Events,Seminar Hall,2026-06-08
CP0505,"Honestly, the room fan is not working properly. It happens quite often.",negative,Hostel,Boys Hostel,2026-04-20
CP0832,The corridor was not cleaned properly today. Hope this can be improved.,negative,Cleanliness,ECE Block,2026-06-04
CP0244,There is a recurring maintenance issue in the block.,negative,Infrastructure,Classroom C204,2026-06-17
CP0567,The laboratory equipment needs regular maintenance.,negative,Laboratory,Embedded Lab,2026-01-31
CP0876,"As a student, more practical examples are needed in this subject.",negative,Academics,ECE Department,2026-05-21
CP0563,"Today, the campus feels safe and security staff are visible.",positive,Safety,Hostel Road,2026-03-05
CP0687,The course workload is difficult to manage with other subjects.,negative,Academics,Mechanical Block,2026-02-12
CP0190,The college bus arrived on time today. It happens quite often.,positive,Transport,Evening Shuttle,2026-02-09
CP0783,"For our block, the washrooms are usable but cleaning frequency could improve.",neutral,Cleanliness,Hostel,2026-06-17
CP0700,"transport is available, although the evening route is sometimes delayed.",neutral,Transport,Gandhipuram Route,2026-05-03
CP0476,"Honestly, the washrooms were clean and well maintained.",positive,Cleanliness,C Block,2026-02-23
CP0682,The pathway near Hostel Road is poorly lit at night.,negative,Safety,Hostel Road,2026-04-13
CP0511,The washrooms were clean and well maintained. This needs attention.,positive,Cleanliness,ECE Block,2026-01-28
CP0059,My request has been pending for several days.,negative,Administration,Academic Office,2026-05-10
CP0475,The emergency contact information is easy to find.,positive,Safety,Sports Ground,2026-03-14
CP0561,"In my experience, important topics are being covered too quickly.",negative,Academics,CSE Department,2026-02-13
CP0857,"Overall, important topics are being covered too quickly.",negative,Academics,CSE Department,2026-03-23
CP0748,"As a student, the network worked smoothly throughout the day in Library.",positive,Wi-Fi,Library,2026-01-26
CP0253,"Today, most facilities are fine, although maintenance is needed in a few areas.",neutral,Infrastructure,Main Block,2026-06-26
CP0022,"In my experience, the classroom projector is not working properly.",negative,Infrastructure,Classroom C204,2026-02-16
CP0314,The library is useful but some books are difficult to find.,neutral,Library,Reference Section,2026-05-07
CP0460,the lab sessions are useful and the instruments are accessible. Please look into it.,positive,Laboratory,ECE Lab,2026-02-12
CP0161,"As a student, more practical examples are needed in this subject. Please look into it.",negative,Academics,Classroom,2026-06-28
CP0277,The food at the mess was tasty today.,positive,Food,Night Mess,2026-05-30
CP0956,"For our block, security is generally fine but some areas need better lighting.",neutral,Safety,Sports Ground,2026-04-11
CP0192,The lab equipment was working properly today.,positive,Laboratory,ECE Lab,2026-02-19
CP0386,The administrative process was clear and easy.,positive,Administration,Admission Office,2026-02-21
CP0806,The library is quiet and comfortable for studying. It happens quite often.,positive,Library,Reading Hall,2026-03-08
CP0414,Several lights and fans need repair.,negative,Infrastructure,Seminar Hall,2026-06-05
CP0492,The course material is useful and easy to follow. Please look into it.,positive,Academics,ECE Department,2026-03-12
CP0344,"As a student, the laboratory equipment needs regular maintenance.",negative,Laboratory,Embedded Lab,2026-03-21
CP0770,"As a student, the library is useful but some books are difficult to find. Please look into it.",neutral,Library,Reference Section,2026-04-06
CP0309,"Overall, the event schedule was poorly coordinated. Please look into it.",negative,Events,Main Ground,2026-05-09
CP0662,the campus feels safe and security staff are visible.,positive,Safety,Sports Ground,2026-05-28
CP0131,"Overall, the laboratory is well equipped for the practical sessions.",positive,Laboratory,ECE Lab,2026-05-03
CP0664,Internet connectivity in C Block has improved a lot.,positive,Wi-Fi,C Block,2026-06-22
CP0872,"Honestly, the college bus is often late after 5 PM.",negative,Transport,Evening Shuttle,2026-03-09
CP0100,the lab equipment was working properly today.,positive,Laboratory,Computer Lab,2026-06-17
CP0373,The library has a good collection of useful books.,positive,Library,Central Library,2026-01-17
CP0088,"For our block, the corridor was not cleaned properly today.",negative,Cleanliness,C Block,2026-06-20
CP0459,the lectures are understandable but the pace varies.,neutral,Academics,ECE Department,2026-02-22
CP0331,The event was useful although some sessions started late.,neutral,Events,Seminar Hall,2026-05-09
CP0215,"For our block, the lab equipment was working properly today.",positive,Laboratory,Embedded Lab,2026-06-25
CP0467,"In my experience, the emergency contact information is easy to find.",positive,Safety,Back Gate,2026-06-19
CP0122,"The course is manageable, although some topics need more examples.",neutral,Academics,Classroom,2026-02-02
CP0615,"For our block, the lab sessions are useful and the instruments are accessible. Hope this can be improved.",positive,Laboratory,Communication Lab,2026-06-24
CP0021,"In my experience, the event was okay but the schedule could be improved.",neutral,Events,Auditorium,2026-01-24
CP0701,there is a safety concern near Back Gate that needs attention.,negative,Safety,Back Gate,2026-02-20
CP0072,"Honestly, the evening bus is overcrowded.",negative,Transport,Gandhipuram Route,2026-05-05
CP0107,There are not enough buses during peak hours.,negative,Transport,Hostel Route,2026-02-07
CP0271,security arrangements are adequate during the day.,neutral,Safety,Hostel Road,2026-04-13
CP0861,"Today, the event was okay but the schedule could be improved.",neutral,Events,Auditorium,2026-07-01
CP0436,"Honestly, the mess menu is average and could have more variety.",neutral,Food,Hostel B,2026-02-22
CP0103,"The reading space is fine, although seating is limited at peak times. It happens quite often.",neutral,Library,Reference Section,2026-03-17
