id,task_type,original_id,text,output
AOC_5524,AOC,1_3_2110_15535,"Very Knowledgeable, helpfull and kind. Always ready to help","[{'aspect': 'null', 'category': 'Staff - Knowledge & skills', 'opinion': 'Very Knowledgeable'}
 {'aspect': 'null', 'category': 'Staff - Helpfulness', 'opinion': 'helpfull'}
 {'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'kind'}
 {'aspect': 'null', 'category': 'Staff - Helpfulness', 'opinion': 'Always ready to help'}]"
AOC_5525,AOC,1_172_597_14243,I loved Professor Stroup! One of my favorite professors that I had. He was funny and helpful with his students. I loved his teaching style and was surprised with how well I did in a Math class since I'm not too good at math.,"[{'aspect': 'Professor Stroup', 'category': 'Staff - Overall', 'opinion': 'I loved'}
 {'aspect': 'Professor Stroup', 'category': 'Staff - Overall', 'opinion': 'One of my favorite professors'}
 {'aspect': 'Professor Stroup', 'category': 'Staff - Personal traits', 'opinion': 'funny'}
 {'aspect': 'Professor Stroup', 'category': 'Staff - Helpfulness', 'opinion': 'helpful with his students'}
 {'aspect': 'his teaching style', 'category': 'Staff - Teaching', 'opinion': 'I loved'}]"
AOC_5526,AOC,2_3359_438,"A fairly useless and hard course. The concepts and labs are pretty cool though, which makes this course bearable.","[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'fairly useless'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'hard'}
 {'aspect': 'concepts', 'category': 'Course - Content', 'opinion': 'cool'}
 {'aspect': 'labs', 'category': 'Course - Learning activity', 'opinion': 'cool'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'bearable'}]"
AOC_5527,AOC,2_6712_1107,Bird course! Took it with Predrag Rajsic this term( winter 2021 online). Took the review quizzes without reviewing the week's material( since the material is a lot like econ101 but just more in depth) and ended up with a 7/8 out of 10. As for the midterms we had 3 of them. Not very difficult. Studied all the midterm contents 3 days before midterm. Note that the midterm is closed book so you really need to learn in advance in contrast with the review quizzes. This course does not require a lot of work and is a great break from all the other math / cs courses. Definitely recommend taking it with Predrag and listening to the lecture recordings if you can't attend the synchronous class!,"[{'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'Bird'}
 {'aspect': 'review quizzes', 'category': 'Course - Assessment', 'opinion': ""without reviewing the week's material""}
 {'aspect': 'midterms', 'category': 'Course - Assessment', 'opinion': 'Not very difficult'}
 {'aspect': 'midterm', 'category': 'Course - Assessment', 'opinion': 'you really need to learn in advance'}
 {'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'great break from all the other math / cs courses'}
 {'aspect': 'work', 'category': 'Course - Workload', 'opinion': 'does not require a lot'}
 {'aspect': ""listening to the lecture recordings if you can't attend the synchronous class"", 'category': 'Course - Course materials', 'opinion': 'Definitely recommend'}
 {'aspect': 'taking it with Predrag', 'category': 'Staff - Overall', 'opinion': 'Definitely recommend'}]"
AOC_5528,AOC,1_72_1381_9554,(: funny,"[{'aspect': 'null', 'category': 'Staff - Personal traits', 'opinion': '(: funny'}]"
AOC_5529,AOC,3_380_116_229,The campus is way too green and too big. The library is small but many other places you can study. The food provides is limit...,"[{'aspect': 'campus', 'category': 'University - Campus & facilities', 'opinion': 'way too green and too big'}
 {'aspect': 'library', 'category': 'University - Campus & facilities', 'opinion': 'small'}
 {'aspect': 'places you can study', 'category': 'University - Campus & facilities', 'opinion': 'many other'}
 {'aspect': 'food provides', 'category': 'University - Information & services', 'opinion': 'limit'}]"
AOC_5530,AOC,1_146_134_17374,"Professor Anita Fabos is a very dynamic , creative and highly energetic instructor. She is passionate to nurture her students intellect.","[{'aspect': 'Professor Anita Fabos', 'category': 'Staff - Personal traits', 'opinion': 'passionate to nurture her students intellect'}
 {'aspect': 'Professor Anita Fabos', 'category': 'Staff - Personal traits', 'opinion': 'very dynamic , creative and highly energetic instructor'}
 {'aspect': 'Professor Anita Fabos', 'category': 'Staff - Teaching', 'opinion': 'passionate to nurture her students intellect'}]"
AOC_5531,AOC,1_172_2469_15752,"She is a good professor, I think her work plan is very clear cut and straight forward. Which I am sure many of us can appreciate, her classwork necessarily aren't the best but their practice, and they help. Tests can range from material that wasn't covered properly, nonetheless she is a very good teacher. Knows what she's doing and does it well.","[{'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'good'}
 {'aspect': 'professor', 'category': 'Staff - Teaching', 'opinion': ""Knows what she's doing and does it well""}
 {'aspect': 'her work plan', 'category': 'Staff - Teaching', 'opinion': 'many of us can appreciate'}
 {'aspect': 'her work plan', 'category': 'Staff - Teaching', 'opinion': 'clear cut and straight forward'}
 {'aspect': 'her classwork', 'category': 'Staff - Teaching', 'opinion': 'they help'}
 {'aspect': 'her classwork', 'category': 'Staff - Teaching', 'opinion': ""aren't the best""}
 {'aspect': 'Tests', 'category': 'Course - Assessment', 'opinion': ""range from material that wasn't covered properly""}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'very good teacher'}]"
AOC_5532,AOC,1_89_1643_1439,"Very boring, and not helpful at all. Avoid this teacher","[{'aspect': 'this teacher', 'category': 'Staff - Teaching', 'opinion': 'Very boring'}
 {'aspect': 'this teacher', 'category': 'Staff - Overall', 'opinion': 'Avoid'}]"
AOC_5533,AOC,2_11699_788,I feel like the course content is disorganized... Topics are all over the place and it's difficult to find continuity throughout.,"[{'aspect': 'course content', 'category': 'Course - Content', 'opinion': 'disorganized'}
 {'aspect': 'Topics', 'category': 'Course - Content', 'opinion': ""all over the place and it's difficult to find continuity throughout""}]"
AOC_5534,AOC,1_164_1029_10378,"Good class and professor. Its a lot of class discussion so you get out what you put in. Get a lot of input from students on topics. Group presentation, paper, and final. Final is essay you write on topics discussed in class. Class discussion can be subjective and opinionated , but can be very interesting. Fairly easy class and good prof","[{'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'Good'}
 {'aspect': 'professor', 'category': 'Staff - Overall', 'opinion': 'Good'}
 {'aspect': 'class discussion', 'category': 'Course - Learning activity', 'opinion': 'a lot'}
 {'aspect': 'class discussion', 'category': 'Course - Learning activity', 'opinion': 'you get out what you put in'}
 {'aspect': 'Class discussion', 'category': 'Course - Learning activity', 'opinion': 'can be subjective and opinionated , but can be very interesting'}
 {'aspect': 'class', 'category': 'Course - Difficulty', 'opinion': 'Fairly easy'}
 {'aspect': 'prof', 'category': 'Staff - Overall', 'opinion': 'good'}]"
AOC_5535,AOC,1_172_1283_686,"Disrespectful, boring, doesnt grade everything, doesnt help, gives students he like free passes.","[{'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'Disrespectful'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'boring'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'doesnt grade everything'}
 {'aspect': 'null', 'category': 'Staff - Helpfulness', 'opinion': 'doesnt help'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'gives students he like free passes'}]"
AOC_5536,AOC,1_187_2609_14758,Vicki is a great teacher. She speaks to the students like they are on her level.,"[{'aspect': 'Vicki', 'category': 'Staff - Overall', 'opinion': 'great teacher'}
 {'aspect': 'Vicki', 'category': 'Staff - Attitude', 'opinion': 'speaks to the students like they are on her level'}]"
AOC_5537,AOC,1_40_909_2115,She is a nice teacher.,"[{'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'nice'}]"
AOC_5538,AOC,2_143_54,"Not that hard compared with MATH 137. Quizzes and written assignments constitute a large portion of the final grade. Written assignments are usually hard, which takes days to complete. It is recommended to participate in office hours when instructors usually give hints for the assignments.","[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': 'Not that hard compared with MATH 137'}
 {'aspect': 'Written assignments', 'category': 'Course - Assessment', 'opinion': 'usually hard'}
 {'aspect': 'Written assignments', 'category': 'Course - Workload', 'opinion': 'takes days to complete'}
 {'aspect': 'office hours', 'category': 'Course - Learning activity', 'opinion': 'recommended to participate'}]"
AOC_5539,AOC,2_2112_453,Great for any new programmer. Low level focussed course- useful for your CS future!,"[{'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'Great for any new programmer'}
 {'aspect': 'course', 'category': 'Course - Content', 'opinion': 'Low level focussed'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'useful for your CS future'}]"
AOC_5540,AOC,2_1565_351,This course is definitely harder than i expected. Lot of DS and Algo stuff. Assigns are ok but quizzes and exams are really hard to pass.,"[{'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'definitely harder than i expected'}
 {'aspect': 'DS and Algo stuff', 'category': 'Course - Content', 'opinion': 'Lot'}
 {'aspect': 'Assigns', 'category': 'Course - Assessment', 'opinion': 'ok'}
 {'aspect': 'quizzes and exams', 'category': 'Course - Assessment', 'opinion': 'really hard to pass'}]"
AOC_5541,AOC,1_197_1892_1284,"Pros: Shows advanced photo techniques. Challenging assignments. Cons: Bias, Arrogant, and Insecure.","[{'aspect': 'photo techniques', 'category': 'Course - Content', 'opinion': 'Shows advanced'}
 {'aspect': 'assignments', 'category': 'Course - Assessment', 'opinion': 'Challenging'}
 {'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'Bias'}
 {'aspect': 'null', 'category': 'Staff - Attitude', 'opinion': 'Arrogant'}
 {'aspect': 'null', 'category': 'Staff - Personal traits', 'opinion': 'Insecure'}]"
AOC_5542,AOC,1_21_504_17773,This lady is hard but fair. She will make you work but it is worth it because she is awesome and super hot. Seriously.,"[{'aspect': 'This lady', 'category': 'Staff - Teaching', 'opinion': 'will make you work but it is worth it'}
 {'aspect': 'This lady', 'category': 'Staff - Teaching', 'opinion': 'hard but fair'}
 {'aspect': 'This lady', 'category': 'Staff - Overall', 'opinion': 'awesome'}
 {'aspect': 'This lady', 'category': 'Staff - Personal traits', 'opinion': 'super hot'}]"
AOC_5543,AOC,1_187_436_17368,Liked his class but prepare to study,"[{'aspect': 'his class', 'category': 'Staff - Teaching', 'opinion': 'Liked'}
 {'aspect': 'null', 'category': 'Course - Workload', 'opinion': 'prepare to study'}]"
AOC_5544,AOC,2_14651_1211,"This course was really helpful since it develops your Management Accounting , Strategy and Finance competencies for CPA( Core 2). Nancy's cases are quite difficult, especially the quants, and she also gives out low participations. This course is almost like AFM482 and AFM211 combined. You'd practice capstone cases too. An equal balance in quants and qualitative analysis will be taught. I thought it was a very useful and challenging course.","[{'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'develops your Management Accounting , Strategy and Finance competencies for CPA'}
 {'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'really helpful'}
 {'aspect': ""Nancy's cases"", 'category': 'Staff - Teaching', 'opinion': 'gives out low participations'}
 {'aspect': ""Nancy's cases"", 'category': 'Staff - Teaching', 'opinion': 'quite difficult'}
 {'aspect': 'This course', 'category': 'Course - Content', 'opinion': 'An equal balance in quants and qualitative analysis'}
 {'aspect': 'This course', 'category': 'Course - Content', 'opinion': 'almost like AFM482 and AFM211 combined'}
 {'aspect': 'course', 'category': 'Course - Overall', 'opinion': 'very useful'}
 {'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'challenging'}]"
AOC_5545,AOC,1_122_562_14503,He is a GREAT instructor. Had him for B& W photography. He actually cares about his students and is very easy to get along with. He helps anytime you need it and is a funny guy too. Definetly recommended,"[{'aspect': 'instructor', 'category': 'Staff - Overall', 'opinion': 'GREAT'}
 {'aspect': 'instructor', 'category': 'Staff - Overall', 'opinion': 'Definetly recommended'}
 {'aspect': 'instructor', 'category': 'Staff - Attitude', 'opinion': 'actually cares about his students'}
 {'aspect': 'instructor', 'category': 'Staff - Attitude', 'opinion': 'very easy to get along with'}
 {'aspect': 'instructor', 'category': 'Staff - Helpfulness', 'opinion': 'helps anytime you need it'}
 {'aspect': 'instructor', 'category': 'Staff - Personal traits', 'opinion': 'funny guy'}]"
AOC_5546,AOC,2_10184_400,"Had Prof. Babaie. Unfortunately, it is next to impossible to understand his lectures so you might as well just rely on the slides and learning content from mindlessly searching on Google. However, he does care a lot and the content is super fun and useful, if you understand what you are doing.","[{'aspect': 'Prof. Babaie', 'category': 'Staff - Attitude', 'opinion': 'does care a lot'}
 {'aspect': 'his lectures', 'category': 'Staff - Teaching', 'opinion': 'next to impossible to understand'}
 {'aspect': 'content', 'category': 'Course - Overall', 'opinion': 'super fun and useful'}]"
AOC_5547,AOC,2_11893_910,Lots of theories and people to remember but very well explained. For tests you would have to study really hard and in depth beyond what was written. Discussion posts were based on textbook readings and specific theories so it makes you think a lot. The textbook info load was very heavy and remembering all the different theories and perspectives was hard too.,"[{'aspect': 'null', 'category': 'Course - Content', 'opinion': 'Lots of theories and people to remember'}
 {'aspect': 'null', 'category': 'Course - Content', 'opinion': 'very well explained'}
 {'aspect': 'tests', 'category': 'Course - Assessment', 'opinion': 'you would have to study really hard and in depth beyond what was written'}
 {'aspect': 'Discussion posts', 'category': 'Course - Learning activity', 'opinion': 'makes you think a lot'}
 {'aspect': 'textbook info load', 'category': 'Course - Course materials', 'opinion': 'very heavy'}
 {'aspect': 'remembering all the different theories and perspectives', 'category': 'Course - Learning activity', 'opinion': 'hard'}]"
AOC_5548,AOC,1_82_1317_11980,"Couldn't understand what he was explaining and he often made mistakes himself in what he was teaching in class. Doesnt seem to care how well his students do in the class; it was a rough transition from 51 with Leachman, who at least taught everything on the tests and was there to help, despite being a hard grader.","[{'aspect': 'what he was explaining', 'category': 'Staff - Teaching', 'opinion': ""Couldn't understand""}
 {'aspect': 'he', 'category': 'Staff - Teaching', 'opinion': 'Doesnt seem to care how well his students do in the class'}
 {'aspect': 'he', 'category': 'Staff - Teaching', 'opinion': 'often made mistakes himself in what he was teaching in class'}
 {'aspect': 'Leachman', 'category': 'Staff - Teaching', 'opinion': 'at least taught everything on the tests and was there to help'}
 {'aspect': 'Leachman', 'category': 'Staff - Teaching', 'opinion': 'being a hard grader'}]"
AOC_5549,AOC,1_112_2328_12545,"His foundations in geography class was great! If you're interested in current events , you'll enjoy this class. Also, we took a couple field trips during class that were very thought-provoking. This was a great foundations class since Sean encouraged discussion and put less emphasis on busy work.","[{'aspect': 'foundations in geography class', 'category': 'Course - Overall', 'opinion': 'great'}
 {'aspect': 'this class', 'category': 'Course - Overall', 'opinion': ""If you're interested in current events , you'll enjoy""}
 {'aspect': 'field trips', 'category': 'Course - Learning activity', 'opinion': 'thought-provoking'}
 {'aspect': 'class', 'category': 'Course - Overall', 'opinion': 'great'}
 {'aspect': 'class', 'category': 'Course - Content', 'opinion': 'foundations'}
 {'aspect': 'Sean', 'category': 'Staff - Teaching', 'opinion': 'encouraged discussion'}
 {'aspect': 'Sean', 'category': 'Staff - Teaching', 'opinion': 'put less emphasis on busy work'}]"
AOC_5550,AOC,2_14507_644,"I took this course online in F21 with Vinh Nguyen. Course breakdown was: participation( 25%), 2 short responses( 15% each), proposal for project( 10%), creative project( 35%). There are required readings each week; I didn't do most of them and still got by pretty well( likely because it was online). The course content is very interesting and relevant. If you're Asian , you might even be able to relate to a lot of the topics that are discussed.","[{'aspect': 'required readings', 'category': 'Course - Course materials', 'opinion': ""I didn't do most of them and still got by pretty well""}
 {'aspect': 'course content', 'category': 'Course - Content', 'opinion': 'very interesting and relevant'}
 {'aspect': 'topics that are discussed', 'category': 'Course - Content', 'opinion': ""If you're Asian , you might even be able to relate to a lot""}]"
AOC_5551,AOC,2_6798_559,great intro to Japanese,"[{'aspect': 'intro to Japanese', 'category': 'Course - Content', 'opinion': 'great'}]"
AOC_5552,AOC,1_172_2511_6739,"I went in to this class after taking Math 252 Integral Calc. I thought it would be an easy A. I was wrong. This is MathPsychologyEnglish. I have never written so many paragraphs , and done so little math in math class in my life. She brought the wrong text to the first class, and I consequently did over 10 hw assignments with the wrong problems!","[{'aspect': 'thought it would be an easy A', 'category': 'Course - Difficulty', 'opinion': 'I was wrong'}
 {'aspect': 'MathPsychologyEnglish', 'category': 'Course - Content', 'opinion': 'written so many paragraphs , and done so little math in math class'}
 {'aspect': 'She brought the wrong text to the first class', 'category': 'Staff - Teaching', 'opinion': 'I consequently did over 10 hw assignments with the wrong problems'}]"
AOC_5553,AOC,2_5144_695,"The course was quite simple. The quizzes were openbook and weren't very hard, as long as you went through the course material. The two assignments took a bit of time to complete but as long as you put time aside to complete them, you should be perfectly fine.","[{'aspect': 'course', 'category': 'Course - Difficulty', 'opinion': 'quite simple'}
 {'aspect': 'quizzes', 'category': 'Course - Assessment', 'opinion': ""weren't very hard""}
 {'aspect': 'assignments', 'category': 'Course - Assessment', 'opinion': 'you should be perfectly fine'}
 {'aspect': 'assignments', 'category': 'Course - Workload', 'opinion': 'took a bit of time to complete'}]"
AOC_5554,AOC,2_8437_649,"This course is fairly easy, definitely go to class if you have Merrin, her midterms are 30% each but are really easy if you actually study; with that said you should be spending at least 2-3 days before the midterm understanding all the concepts; memorization is not key here, you really need to understand the information to do well","[{'aspect': 'This course', 'category': 'Course - Difficulty', 'opinion': 'fairly easy'}
 {'aspect': 'Merrin', 'category': 'Staff - Teaching', 'opinion': 'definitely go to class if you have'}
 {'aspect': 'her midterms', 'category': 'Course - Assessment', 'opinion': 'really easy if you actually study'}
 {'aspect': 'memorization', 'category': 'Course - Learning activity', 'opinion': 'not key here'}]"
AOC_5555,AOC,1_125_2407_1339,"Stephanie ALWAYS had a mad or bored or "" I could be doing so many better things with my time right now than babysitting these college students "" look on her face. When a student asked a question, she quickly breezed over a vague explanation and speededly moved to the next subject. She is extremely unapproachable and cold, and"" tricky.""","[{'aspect': 'Stephanie', 'category': 'Staff - Attitude', 'opinion': 'extremely unapproachable and cold'}
 {'aspect': 'look on her face', 'category': 'Staff - Attitude', 'opinion': 'mad or bored or "" I could be doing so many better things with my time right now than babysitting these college students ""'}
 {'aspect': 'Stephanie', 'category': 'Staff - Teaching', 'opinion': 'quickly breezed over a vague explanation and speededly moved to the next subject'}
 {'aspect': 'Stephanie', 'category': 'Staff - Teaching', 'opinion': 'tricky'}]"
AOC_5556,AOC,1_89_2053_1882,"She literally does not explain anything. She tells you what sites are "" helpful "", but they really aren't. She does reply to emails even though it is an online course. She uses apa formatting and I myself have never used it before, she doesn't bother to explain it. She is very unclear and is of no help.","[{'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'literally does not explain anything'}
 {'aspect': 'tells you what sites are "" helpful "",', 'category': 'Staff - Helpfulness', 'opinion': ""they really aren't""}
 {'aspect': 'She', 'category': 'Staff - Helpfulness', 'opinion': 'does reply to emails'}
 {'aspect': 'she', 'category': 'Staff - Teaching', 'opinion': ""doesn't bother to explain it""}
 {'aspect': 'She', 'category': 'Staff - Teaching', 'opinion': 'very unclear'}
 {'aspect': 'She', 'category': 'Staff - Helpfulness', 'opinion': 'is of no help'}]"
AOC_5557,AOC,1_172_1472_15207,"One word, brilliant. Even though he isn't a Graph theorist he gave one of the best introductions to the subject.","[{'aspect': 'he', 'category': 'Staff - Overall', 'opinion': 'brilliant'}
 {'aspect': 'he', 'category': 'Staff - Overall', 'opinion': 'gave one of the best introductions to the subject'}
 {'aspect': 'he', 'category': 'Staff - Teaching', 'opinion': 'gave one of the best introductions to the subject'}]"
AOC_5558,AOC,1_18_2361_6334,This class has nothing to do with math and shouldn ? t be offered in AMS. It is solely a business course. Weinig is the worst professor I have had. He insults students if they can ? t answer his questions. His ? current ? business examples are from 1990. He doesn ? t want to be bothered with the students. The TA grades all the papers every week.,"[{'aspect': 'This class', 'category': 'Course - Content', 'opinion': 'solely a business course'}
 {'aspect': 'This class', 'category': 'Course - Content', 'opinion': 'has nothing to do with math and shouldn ? t be offered in AMS'}
 {'aspect': 'Weinig', 'category': 'Staff - Overall', 'opinion': 'insults students if they can ? t answer his questions'}
 {'aspect': 'Weinig', 'category': 'Staff - Overall', 'opinion': 'worst professor'}
 {'aspect': 'Weinig', 'category': 'Staff - Attitude', 'opinion': 'insults students if they can ? t answer his questions'}
 {'aspect': 'Weinig', 'category': 'Staff - Teaching', 'opinion': 'His ? current ? business examples are from 1990'}
 {'aspect': 'Weinig', 'category': 'Staff - Teaching', 'opinion': 'doesn ? t want to be bothered with the students'}]"
AOC_5559,AOC,2_14742_525,"I needed it for my minor, so I considered it useful. SO SO SO interesting and amazing!! Would recommend to everyone. This was my first 3 hour lecture ever and I was super nervous about that, but it honestly does not feel like 3 hours at all. He sort of gauges the class before determining how much discussion vs teaching he's going to do, which is really nice. When I took the course, there were 2 papers, iClickers( 15% participation!!) and a final( which was your choice of a test or another essay). You also get a ton of feedback on the essays so there's a lot of opportunity for improvement as the term progresses.","[{'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'useful'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'SO SO SO interesting and amazing'}
 {'aspect': 'null', 'category': 'Course - Overall', 'opinion': 'Would recommend to everyone'}
 {'aspect': '3 hour lecture', 'category': 'Course - Learning activity', 'opinion': 'does not feel like 3 hours at all'}
 {'aspect': ""gauges the class before determining how much discussion vs teaching he's going to do"", 'category': 'Staff - Teaching', 'opinion': 'really nice'}
 {'aspect': 'feedback on the essays', 'category': 'Staff - Teaching', 'opinion': 'get a ton'}
 {'aspect': 'opportunity for improvement', 'category': 'Course - Overall', 'opinion': 'a lot'}]"
AOC_5560,AOC,2_14509_362,"Course really picks up in the back half. The first content is fairly simple and understandable, but when the course delves into more complicated game theory / linear functions it gets tricky.","[{'aspect': 'back half', 'category': 'Course - Content', 'opinion': 'really picks up'}
 {'aspect': 'first content', 'category': 'Course - Content', 'opinion': 'fairly simple and understandable'}
 {'aspect': 'game theory / linear functions', 'category': 'Course - Content', 'opinion': 'more complicated'}
 {'aspect': 'game theory / linear functions', 'category': 'Course - Content', 'opinion': 'gets tricky'}
 {'aspect': 'game theory / linear functions', 'category': 'Course - Content', 'opinion': 'gets tricky'}]"
AOC_5561,AOC,1_40_591_9927,"Great teacher. Very friendly and easy to understand. Class is not hard. Tests based on notes, which he is meticulous about. Gives great reviews before tests!","[{'aspect': 'teacher', 'category': 'Staff - Overall', 'opinion': 'Great'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'Gives great reviews before tests'}
 {'aspect': 'teacher', 'category': 'Staff - Attitude', 'opinion': 'Very friendly'}
 {'aspect': 'teacher', 'category': 'Staff - Teaching', 'opinion': 'easy to understand'}
 {'aspect': 'Class', 'category': 'Course - Difficulty', 'opinion': 'not hard'}
 {'aspect': 'notes', 'category': 'Staff - Teaching', 'opinion': 'he is meticulous about'}]"
AOC_5562,AOC,3_373_118_229,"Comfortable environment, beautiful, professional teachers","[{'aspect': 'environment', 'category': 'University - Campus & facilities', 'opinion': 'Comfortable'}
 {'aspect': 'environment', 'category': 'University - Campus & facilities', 'opinion': 'beautiful'}
 {'aspect': 'teachers', 'category': 'Staff - Overall', 'opinion': 'professional'}]"
AOC_5563,AOC,1_68_1584_8970,"This course changed my life! Ms. Williams is such joy to learn from. She requires us to think about our own lives and stories and to apply what we learn in the real world. My family immigrated to the America only 7 years ago, and my English can suffer sometimes. She was very understand and helped me with my writing on many occasions.","[{'aspect': 'This course', 'category': 'Course - Overall', 'opinion': 'changed my life'}
 {'aspect': 'Ms. Williams', 'category': 'Staff - Helpfulness', 'opinion': 'helped me with my writing on many occasions'}
 {'aspect': 'Ms. Williams', 'category': 'Staff - Overall', 'opinion': 'such joy to learn from'}
 {'aspect': 'Ms. Williams', 'category': 'Staff - Attitude', 'opinion': 'very understand'}]"
AOC_5564,AOC,2_10265_29,"I said I didn't speak Mandarin but I know very few basic characters( I, you, him, etc.) and they put me in this course. I had people speaking fluent canto, or there were some people who could speak but not read, or read but not speak.",[]
AOC_5565,AOC,1_230_1416_12153,"Kathy is a great ASL teacher and cares that you actually know how to communicate instead of just knowing vocab. I liked her class because she didn't just sign at us the whole time, we got to act out things and mess up and get better. She's so respectful and fun. If you don't make an effort your grade might suffer.","[{'aspect': 'Kathy', 'category': 'Staff - Overall', 'opinion': 'so respectful'}
 {'aspect': 'Kathy', 'category': 'Staff - Overall', 'opinion': 'great ASL teacher'}
 {'aspect': 'Kathy', 'category': 'Staff - Teaching', 'opinion': 'cares that you actually know how to communicate'}
 {'aspect': 'her class', 'category': 'Staff - Teaching', 'opinion': 'I liked'}
 {'aspect': 'her class', 'category': 'Course - Difficulty', 'opinion': ""If you don't make an effort your grade might suffer""}
 {'aspect': 'Kathy', 'category': 'Staff - Teaching', 'opinion': ""didn't just sign at us the whole time""}
 {'aspect': 'her class', 'category': 'Staff - Teaching', 'opinion': 'we got to act out things and mess up and get better'}
 {'aspect': 'Kathy', 'category': 'Staff - Attitude', 'opinion': 'so respectful'}
 {'aspect': 'Kathy', 'category': 'Staff - Personal traits', 'opinion': 'fun'}]"
AOC_5566,AOC,2_10896_1567,May be one of the toughest classes I've ever taken... 2nd midterm was the worst thing ever! Questions on stuff we'd never looked at before! Assignments were usually really tough!,"[{'aspect': 'null', 'category': 'Course - Difficulty', 'opinion': ""one of the toughest classes I've ever taken""}
 {'aspect': '2nd midterm', 'category': 'Course - Assessment', 'opinion': ""Questions on stuff we'd never looked at before""}
 {'aspect': '2nd midterm', 'category': 'Course - Assessment', 'opinion': 'the worst thing ever'}
 {'aspect': 'Assignments', 'category': 'Course - Assessment', 'opinion': 'usually really tough'}]"
AOC_5567,AOC,1_63_1947_4607,Spends the whole lecture talking about himself and rarely ends up explaining something that the class will find useful. Everything is learned from the labs homework assignments.,"[{'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'Spends the whole lecture talking about himself'}
 {'aspect': 'null', 'category': 'Staff - Teaching', 'opinion': 'rarely ends up explaining something that the class will find useful'}
 {'aspect': 'labs homework assignments', 'category': 'Course - Assessment', 'opinion': 'Everything is learned from'}]"
AOC_5568,AOC,3_490_471_241,"An incredible university, both academically and from a personal development perspective.","[{'aspect': 'university', 'category': 'University - Overall', 'opinion': 'incredible'}]"
AOC_5569,AOC,2_11637_1434,Pretty easy if you keep up with the one minute summaries. The essays are VERY easy.,"[{'aspect': 'one minute summaries', 'category': 'Course - Learning activity', 'opinion': 'Pretty easy if you keep up with'}
 {'aspect': 'essays', 'category': 'Course - Assessment', 'opinion': 'VERY easy'}]"
AOC_5570,AOC,2_11676_876,"Easy course / concepts in general, but midterms and final were entirely written and so subjective means you need to know what to write and when to write it, if you want to have marks as high as other courses.","[{'aspect': 'course / concepts', 'category': 'Course - Difficulty', 'opinion': 'Easy'}
 {'aspect': 'midterms and final', 'category': 'Course - Assessment', 'opinion': 'so subjective'}]"
AOC_5571,AOC,1_232_129_13953,"Some may not like the casual and colloquial tone of this class and Prof but I loved it. Kept a night class entertaining , maintained attention. Only class so far where students have really gotten a good opportunity to process experiences in field / job. Although she acts kinda goofy she takes this work very seriously and that shows too. Recommend!","[{'aspect': 'casual and colloquial tone of this class and  Prof', 'category': 'Staff - Teaching', 'opinion': 'Some may not like'}
 {'aspect': 'casual and colloquial tone', 'category': 'Staff - Teaching', 'opinion': 'Kept a night class entertaining , maintained attention'}
 {'aspect': 'Prof', 'category': 'Staff - Overall', 'opinion': 'Recommend'}
 {'aspect': 'casual and colloquial tone of this class and  Prof', 'category': 'Staff - Teaching', 'opinion': 'I loved it'}
 {'aspect': 'process experiences in field / job', 'category': 'Course - Learning activity', 'opinion': 'Only class so far where students have really gotten a good opportunity to'}
 {'aspect': 'Prof', 'category': 'Staff - Personal traits', 'opinion': 'acts kinda goofy'}
 {'aspect': 'Prof', 'category': 'Staff - Teaching', 'opinion': 'takes this work very seriously and that shows'}]"
AOC_5572,AOC,3_65_208_255,Love it here- really pretty campus and great lecturers,"[{'aspect': 'null', 'category': 'University - Overall', 'opinion': 'Love it here'}
 {'aspect': 'campus', 'category': 'University - Campus & facilities', 'opinion': 'really pretty'}
 {'aspect': 'lecturers', 'category': 'Staff - Overall', 'opinion': 'great'}]"
